spi,market_segment,landed,month,year
436.6241352,RCR,1,11,2043
437.225108,RCR,1,12,2043
437.9888889,RCR,1,1,2044
438.7492716,RCR,1,2,2044
439.5318902,RCR,1,3,2044
439.8268215,RCR,1,4,2044
440.6340232,RCR,1,5,2044
441.3762275,RCR,1,6,2044
441.9675283,RCR,1,7,2044
442.6642386,RCR,1,8,2044
443.1829231,RCR,1,9,2044
443.7080177,RCR,1,10,2044
444.45323,RCR,1,11,2044
445.0368709,RCR,1,12,2044
445.7029433,RCR,1,1,2045
446.0234822,RCR,1,2,2045
446.4650203,RCR,1,3,2045
447.0576799,RCR,1,4,2045
447.3480793,RCR,1,5,2045
447.9520043,RCR,1,6,2045
448.7598641,RCR,1,7,2045
449.5035231,RCR,1,8,2045
450.2801069,RCR,1,9,2045
450.7428365,RCR,1,10,2045
451.422888,RCR,1,11,2045
452.1237809,RCR,1,12,2045
452.2810383,RCR,1,1,2046
452.6598176,RCR,1,2,2046
453.1762129,RCR,1,3,2046
453.9239614,RCR,1,4,2046
454.3942522,RCR,1,5,2046
454.7500479,RCR,1,6,2046
455.2197065,RCR,1,7,2046
455.5914386,RCR,1,8,2046
456.1145873,RCR,1,9,2046
456.6053866,RCR,1,10,2046
457.1833714,RCR,1,11,2046
457.6576476,RCR,1,12,2046
458.2985658,RCR,1,1,2047
458.7362627,RCR,1,2,2047
459.0083594,RCR,1,3,2047
459.8047876,RCR,1,4,2047
460.5487752,RCR,1,5,2047
460.9218735,RCR,1,6,2047
461.5754606,RCR,1,7,2047
462.0443253,RCR,1,8,2047
462.5286832,RCR,1,9,2047
463.2331057,RCR,1,10,2047
463.9604988,RCR,1,11,2047
464.527247,RCR,1,12,2047
465.062871,RCR,1,1,2048
465.6871073,RCR,1,2,2048
466.3646731,RCR,1,3,2048
467.2745024,RCR,1,4,2048
468.0604538,RCR,1,5,2048
468.8817944,RCR,1,6,2048
469.5391939,RCR,1,7,2048
470.474587,RCR,1,8,2048
471.1924429,RCR,1,9,2048
471.8246696,RCR,1,10,2048
472.7126333,RCR,1,11,2048
473.3657262,RCR,1,12,2048
473.9631844,RCR,1,1,2049
474.2733633,RCR,1,2,2049
474.7016152,RCR,1,3,2049
475.314618,RCR,1,4,2049
476.1136486,RCR,1,5,2049
476.7330534,RCR,1,6,2049
477.1699414,RCR,1,7,2049
477.4904492,RCR,1,8,2049
478.3382859,RCR,1,9,2049
478.9705457,RCR,1,10,2049
479.6519984,RCR,1,11,2049
480.3686302,RCR,1,12,2049
480.9254803,RCR,1,1,2050
481.6866183,RCR,1,2,2050
482.3243734,RCR,1,3,2050
482.6732791,RCR,1,4,2050
483.5695001,RCR,1,5,2050
483.8696703,RCR,1,6,2050
484.2536381,RCR,1,7,2050
484.6517854,RCR,1,8,2050
485.4843377,RCR,1,9,2050
486.0136908,RCR,1,10,2050
486.5059053,RCR,1,11,2050
487.0706736,RCR,1,12,2050
214.6395791,CCR,0,2,2024
215.2229295,CCR,0,3,2024
216.0118288,CCR,0,4,2024
216.7052319,CCR,0,5,2024
217.2873466,CCR,0,6,2024
218.1684798,CCR,0,7,2024
218.620354,CCR,0,8,2024
219.2125372,CCR,0,9,2024
219.7315429,CCR,0,10,2024
220.1644015,CCR,0,11,2024
220.8643335,CCR,0,12,2024
221.3866042,CCR,0,1,2025
221.8499628,CCR,0,2,2025
222.5634355,CCR,0,3,2025
222.8828164,CCR,0,4,2025
223.2095389,CCR,0,5,2025
223.80425,CCR,0,6,2025
224.1929889,CCR,0,7,2025
224.7138592,CCR,0,8,2025
225.2731702,CCR,0,9,2025
225.7224883,CCR,0,10,2025
225.9541267,CCR,0,11,2025
226.5361822,CCR,0,12,2025
226.8388256,CCR,0,1,2026
227.1859312,CCR,0,2,2026
227.7979018,CCR,0,3,2026
227.980656,CCR,0,4,2026
228.5229587,CCR,0,5,2026
228.9592628,CCR,0,6,2026
229.5204717,CCR,0,7,2026
229.9004848,CCR,0,8,2026
230.6186393,CCR,0,9,2026
231.0527921,CCR,0,10,2026
231.2634477,CCR,0,11,2026
231.7900283,CCR,0,12,2026
232.4538595,CCR,0,1,2027
233.0275045,CCR,0,2,2027
233.7328977,CCR,0,3,2027
234.1263632,CCR,0,4,2027
234.7902158,CCR,0,5,2027
235.3109837,CCR,0,6,2027
235.9667539,CCR,0,7,2027
236.4575637,CCR,0,8,2027
236.7774712,CCR,0,9,2027
237.6698058,CCR,0,10,2027
238.1572243,CCR,0,11,2027
238.6202981,CCR,0,12,2027
239.1760601,CCR,0,1,2028
239.8129258,CCR,0,2,2028
240.0858636,CCR,0,3,2028
240.7181463,CCR,0,4,2028
241.0716722,CCR,0,5,2028
241.6764666,CCR,0,6,2028
242.2169812,CCR,0,7,2028
242.902177,CCR,0,8,2028
243.3614666,CCR,0,9,2028
243.8821512,CCR,0,10,2028
244.4783879,CCR,0,11,2028
245.2063045,CCR,0,12,2028
245.7046777,CCR,0,1,2029
246.2390751,CCR,0,2,2029
246.8811648,CCR,0,3,2029
247.1758365,CCR,0,4,2029
247.6776177,CCR,0,5,2029
248.0968747,CCR,0,6,2029
248.7082149,CCR,0,7,2029
248.7804595,CCR,0,8,2029
249.3297556,CCR,0,9,2029
249.9974684,CCR,0,10,2029
250.461287,CCR,0,11,2029
251.1540499,CCR,0,12,2029
251.8435473,CCR,0,1,2030
252.3325515,CCR,0,2,2030
252.8653091,CCR,0,3,2030
253.5767142,CCR,0,4,2030
254.0547479,CCR,0,5,2030
254.8287636,CCR,0,6,2030
255.340721,CCR,0,7,2030
256.0025145,CCR,0,8,2030
256.3990956,CCR,0,9,2030
257.18552,CCR,0,10,2030
257.6567601,CCR,0,11,2030
258.0836708,CCR,0,12,2030
258.6813655,CCR,0,1,2031
259.2996085,CCR,0,2,2031
259.8366224,CCR,0,3,2031
260.130308,CCR,0,4,2031
260.7256198,CCR,0,5,2031
261.1134957,CCR,0,6,2031
261.4602908,CCR,0,7,2031
261.7208117,CCR,0,8,2031
262.3063054,CCR,0,9,2031
262.7076591,CCR,0,10,2031
263.3336106,CCR,0,11,2031
263.718171,CCR,0,12,2031
264.1410304,CCR,0,1,2032
264.8155837,CCR,0,2,2032
265.2483031,CCR,0,3,2032
265.6063865,CCR,0,4,2032
266.4195477,CCR,0,5,2032
266.8701646,CCR,0,6,2032
267.2498177,CCR,0,7,2032
267.9359225,CCR,0,8,2032
268.2216076,CCR,0,9,2032
268.8574503,CCR,0,10,2032
269.1653191,CCR,0,11,2032
269.5590703,CCR,0,12,2032
270.0557186,CCR,0,1,2033
270.733185,CCR,0,2,2033
271.2988744,CCR,0,3,2033
271.5675825,CCR,0,4,2033
272.467367,CCR,0,5,2033
272.9665391,CCR,0,6,2033
273.6071531,CCR,0,7,2033
274.0262409,CCR,0,8,2033
274.48524,CCR,0,9,2033
274.8952124,CCR,0,10,2033
275.3095719,CCR,0,11,2033
275.6896351,CCR,0,12,2033
276.1812678,CCR,0,1,2034
276.8862106,CCR,0,2,2034
277.2634731,CCR,0,3,2034
277.8099584,CCR,0,4,2034
278.3682004,CCR,0,5,2034
278.9772302,CCR,0,6,2034
279.4837926,CCR,0,7,2034
280.0205026,CCR,0,8,2034
280.3849834,CCR,0,9,2034
281.0090173,CCR,0,10,2034
281.5468254,CCR,0,11,2034
282.377615,CCR,0,12,2034
282.79862,CCR,0,1,2035
283.3605533,CCR,0,2,2035
284.1749311,CCR,0,3,2035
284.4380098,CCR,0,4,2035
285.1593114,CCR,0,5,2035
285.4775734,CCR,0,6,2035
286.4579378,CCR,0,7,2035
286.7762245,CCR,0,8,2035
287.223858,CCR,0,9,2035
287.7518529,CCR,0,10,2035
288.1138507,CCR,0,11,2035
288.7812573,CCR,0,12,2035
289.585567,CCR,0,1,2036
290.0954596,CCR,0,2,2036
290.7276912,CCR,0,3,2036
291.3137133,CCR,0,4,2036
291.8417639,CCR,0,5,2036
292.2425823,CCR,0,6,2036
292.7641175,CCR,0,7,2036
293.4932725,CCR,0,8,2036
293.9443288,CCR,0,9,2036
294.50323,CCR,0,10,2036
295.0843825,CCR,0,11,2036
295.3030007,CCR,0,12,2036
296.0414648,CCR,0,1,2037
296.5524306,CCR,0,2,2037
296.8153914,CCR,0,3,2037
297.4594398,CCR,0,4,2037
298.0787749,CCR,0,5,2037
298.5268868,CCR,0,6,2037
299.0538451,CCR,0,7,2037
299.6262291,CCR,0,8,2037
300.3232609,CCR,0,9,2037
300.6333842,CCR,0,10,2037
301.4014239,CCR,0,11,2037
302.0415668,CCR,0,12,2037
302.3399514,CCR,0,1,2038
302.8731656,CCR,0,2,2038
303.5654907,CCR,0,3,2038
303.8711223,CCR,0,4,2038
304.5749745,CCR,0,5,2038
305.0371241,CCR,0,6,2038
305.6402858,CCR,0,7,2038
306.1450868,CCR,0,8,2038
306.5570009,CCR,0,9,2038
307.1748478,CCR,0,10,2038
307.2644594,CCR,0,11,2038
307.8967119,CCR,0,12,2038
308.4077016,CCR,0,1,2039
308.8662124,CCR,0,2,2039
309.262389,CCR,0,3,2039
310.0209904,CCR,0,4,2039
310.5297534,CCR,0,5,2039
310.9615248,CCR,0,6,2039
311.7390379,CCR,0,7,2039
312.2748594,CCR,0,8,2039
312.8471523,CCR,0,9,2039
313.1940667,CCR,0,10,2039
313.4764791,CCR,0,11,2039
314.075051,CCR,0,12,2039
314.3745604,CCR,0,1,2040
314.9789759,CCR,0,2,2040
315.3094569,CCR,0,3,2040
315.6547129,CCR,0,4,2040
315.942556,CCR,0,5,2040
316.4093057,CCR,0,6,2040
316.5995298,CCR,0,7,2040
316.8570751,CCR,0,8,2040
317.2921454,CCR,0,9,2040
317.776836,CCR,0,10,2040
318.313298,CCR,0,11,2040
318.357817,CCR,0,12,2040
319.1225098,CCR,0,1,2041
319.3197507,CCR,0,2,2041
319.7114678,CCR,0,3,2041
320.4324673,CCR,0,4,2041
320.88739,CCR,0,5,2041
321.3953236,CCR,0,6,2041
321.9254335,CCR,0,7,2041
322.2848301,CCR,0,8,2041
322.7439695,CCR,0,9,2041
323.0573366,CCR,0,10,2041
323.5052268,CCR,0,11,2041
323.7208596,CCR,0,12,2041
323.857835,CCR,0,1,2042
324.3627205,CCR,0,2,2042
324.6382164,CCR,0,3,2042
325.2750609,CCR,0,4,2042
325.5188689,CCR,0,5,2042
325.9524988,CCR,0,6,2042
326.5529348,CCR,0,7,2042
326.9828448,CCR,0,8,2042
327.4835236,CCR,0,9,2042
327.8856967,CCR,0,10,2042
328.3578979,CCR,0,11,2042
328.9572442,CCR,0,12,2042
329.2481455,CCR,0,1,2043
329.982235,CCR,0,2,2043
330.6712931,CCR,0,3,2043
331.3012666,CCR,0,4,2043
331.992539,CCR,0,5,2043
332.4478897,CCR,0,6,2043
332.9415838,CCR,0,7,2043
333.4797903,CCR,0,8,2043
334.3167204,CCR,0,9,2043
334.6550634,CCR,0,10,2043
335.2290972,CCR,0,11,2043
335.7993627,CCR,0,12,2043
336.3525263,CCR,0,1,2044
336.9818006,CCR,0,2,2044
337.5955176,CCR,0,3,2044
337.9201131,CCR,0,4,2044
338.4659991,CCR,0,5,2044
338.9327159,CCR,0,6,2044
339.2953884,CCR,0,7,2044
340.0068797,CCR,0,8,2044
340.4266639,CCR,0,9,2044
341.0105197,CCR,0,10,2044
341.4336293,CCR,0,11,2044
341.9565629,CCR,0,12,2044
342.6185863,CCR,0,1,2045
342.9442814,CCR,0,2,2045
343.3610577,CCR,0,3,2045
344.0453209,CCR,0,4,2045
344.2821453,CCR,0,5,2045
344.7415332,CCR,0,6,2045
345.2605348,CCR,0,7,2045
345.757728,CCR,0,8,2045
346.4149156,CCR,0,9,2045
346.8396543,CCR,0,10,2045
347.4661986,CCR,0,11,2045
347.9590212,CCR,0,12,2045
348.2975558,CCR,0,1,2046
349.0004468,CCR,0,2,2046
349.4763525,CCR,0,3,2046
349.8570552,CCR,0,4,2046
350.6730306,CCR,0,5,2046
350.9322594,CCR,0,6,2046
351.4200372,CCR,0,7,2046
351.8761401,CCR,0,8,2046
352.5786236,CCR,0,9,2046
353.1104961,CCR,0,10,2046
353.4892428,CCR,0,11,2046
354.0022367,CCR,0,12,2046
354.7370778,CCR,0,1,2047
354.9959859,CCR,0,2,2047
355.3333467,CCR,0,3,2047
356.2289066,CCR,0,4,2047
356.6937239,CCR,0,5,2047
356.8532839,CCR,0,6,2047
357.5717099,CCR,0,7,2047
357.9686442,CCR,0,8,2047
358.4866867,CCR,0,9,2047
358.7689302,CCR,0,10,2047
359.3167649,CCR,0,11,2047
359.7120702,CCR,0,12,2047
360.227157,CCR,0,1,2048
360.7341832,CCR,0,2,2048
361.1189514,CCR,0,3,2048
361.6077441,CCR,0,4,2048
362.1323278,CCR,0,5,2048
362.8513791,CCR,0,6,2048
363.359352,CCR,0,7,2048
364.1407629,CCR,0,8,2048
364.7820818,CCR,0,9,2048
365.1468722,CCR,0,10,2048
365.8757466,CCR,0,11,2048
366.4802937,CCR,0,12,2048
367.1150847,CCR,0,1,2049
367.4776191,CCR,0,2,2049
368.075408,CCR,0,3,2049
368.4879209,CCR,0,4,2049
369.2701647,CCR,0,5,2049
369.9086667,CCR,0,6,2049
370.0780677,CCR,0,7,2049
370.5865214,CCR,0,8,2049
371.1959605,CCR,0,9,2049
371.8234704,CCR,0,10,2049
372.1565825,CCR,0,11,2049
372.5894668,CCR,0,12,2049
373.1562541,CCR,0,1,2050
373.926305,CCR,0,2,2050
374.5658927,CCR,0,3,2050
374.7776132,CCR,0,4,2050
375.6614294,CCR,0,5,2050
375.9409575,CCR,0,6,2050
376.6343559,CCR,0,7,2050
376.9900052,CCR,0,8,2050
377.6072942,CCR,0,9,2050
378.1708168,CCR,0,10,2050
378.4848266,CCR,0,11,2050
378.9240045,CCR,0,12,2050
252.615102,OCR,0,2,2024
252.7273713,OCR,0,3,2024
252.9846329,OCR,0,4,2024
253.2710605,OCR,0,5,2024
253.5351115,OCR,0,6,2024
253.9212401,OCR,0,7,2024
254.2188831,OCR,0,8,2024
254.5565308,OCR,0,9,2024
254.900585,OCR,0,10,2024
255.2397224,OCR,0,11,2024
255.65168,OCR,0,12,2024
256.0346487,OCR,0,1,2025
256.5023627,OCR,0,2,2025
256.9516193,OCR,0,3,2025
257.3867141,OCR,0,4,2025
257.820899,OCR,0,5,2025
258.1297161,OCR,0,6,2025
258.5531121,OCR,0,7,2025
258.9631304,OCR,0,8,2025
259.4283617,OCR,0,9,2025
259.8478559,OCR,0,10,2025
260.2280629,OCR,0,11,2025
260.6682482,OCR,0,12,2025
261.0236948,OCR,0,1,2026
261.3955029,OCR,0,2,2026
261.9514173,OCR,0,3,2026
262.2014684,OCR,0,4,2026
262.6611429,OCR,0,5,2026
263.0683879,OCR,0,6,2026
263.4869521,OCR,0,7,2026
263.8720416,OCR,0,8,2026
264.2747599,OCR,0,9,2026
264.7654476,OCR,0,10,2026
265.0806803,OCR,0,11,2026
265.5414885,OCR,0,12,2026
266.0289125,OCR,0,1,2027
266.4469963,OCR,0,2,2027
266.9945766,OCR,0,3,2027
267.4570518,OCR,0,4,2027
267.8880989,OCR,0,5,2027
268.3232007,OCR,0,6,2027
268.7950129,OCR,0,7,2027
269.2876467,OCR,0,8,2027
269.7481638,OCR,0,9,2027
270.2794242,OCR,0,10,2027
270.7951352,OCR,0,11,2027
271.2218401,OCR,0,12,2027
271.6758478,OCR,0,1,2028
272.2394643,OCR,0,2,2028
272.5207792,OCR,0,3,2028
273.0508858,OCR,0,4,2028
273.357432,OCR,0,5,2028
273.8162385,OCR,0,6,2028
274.2111064,OCR,0,7,2028
274.6446573,OCR,0,8,2028
275.1131275,OCR,0,9,2028
275.5083154,OCR,0,10,2028
276.0126627,OCR,0,11,2028
276.5472064,OCR,0,12,2028
276.9766653,OCR,0,1,2029
277.3633191,OCR,0,2,2029
277.859732,OCR,0,3,2029
278.1061652,OCR,0,4,2029
278.5290167,OCR,0,5,2029
278.8544896,OCR,0,6,2029
279.309649,OCR,0,7,2029
279.5261832,OCR,0,8,2029
279.976567,OCR,0,9,2029
280.4072534,OCR,0,10,2029
280.8000896,OCR,0,11,2029
281.2918694,OCR,0,12,2029
281.7675232,OCR,0,1,2030
282.1751292,OCR,0,2,2030
282.6442049,OCR,0,3,2030
283.1566735,OCR,0,4,2030
283.5112032,OCR,0,5,2030
284.1167968,OCR,0,6,2030
284.6267003,OCR,0,7,2030
285.0937249,OCR,0,8,2030
285.6209048,OCR,0,9,2030
286.1086364,OCR,0,10,2030
286.5423332,OCR,0,11,2030
286.9853864,OCR,0,12,2030
287.4978053,OCR,0,1,2031
288.074116,OCR,0,2,2031
288.4839317,OCR,0,3,2031
288.8962197,OCR,0,4,2031
289.3801789,OCR,0,5,2031
289.7994222,OCR,0,6,2031
290.1882154,OCR,0,7,2031
290.6039525,OCR,0,8,2031
291.1217768,OCR,0,9,2031
291.4912938,OCR,0,10,2031
291.9505366,OCR,0,11,2031
292.3784322,OCR,0,12,2031
292.7065449,OCR,0,1,2032
293.1654561,OCR,0,2,2032
293.6032342,OCR,0,3,2032
293.9626778,OCR,0,4,2032
294.4347059,OCR,0,5,2032
294.9071522,OCR,0,6,2032
295.3628686,OCR,0,7,2032
295.8251674,OCR,0,8,2032
296.2510587,OCR,0,9,2032
296.629954,OCR,0,10,2032
296.9555321,OCR,0,11,2032
297.2401015,OCR,0,12,2032
297.6586589,OCR,0,1,2033
298.0844899,OCR,0,2,2033
298.4771897,OCR,0,3,2033
298.7779024,OCR,0,4,2033
299.2909633,OCR,0,5,2033
299.6998146,OCR,0,6,2033
300.2549821,OCR,0,7,2033
300.5709946,OCR,0,8,2033
300.9957567,OCR,0,9,2033
301.3633918,OCR,0,10,2033
301.7786409,OCR,0,11,2033
302.1519622,OCR,0,12,2033
302.5096411,OCR,0,1,2034
303.0568858,OCR,0,2,2034
303.3950701,OCR,0,3,2034
303.8428535,OCR,0,4,2034
304.2216128,OCR,0,5,2034
304.6646097,OCR,0,6,2034
304.9673834,OCR,0,7,2034
305.3516197,OCR,0,8,2034
305.6776743,OCR,0,9,2034
306.1258201,OCR,0,10,2034
306.4750971,OCR,0,11,2034
306.9589527,OCR,0,12,2034
307.3279642,OCR,0,1,2035
307.7462241,OCR,0,2,2035
308.2314353,OCR,0,3,2035
308.5818838,OCR,0,4,2035
309.1330784,OCR,0,5,2035
309.5580025,OCR,0,6,2035
310.0848303,OCR,0,7,2035
310.4514302,OCR,0,8,2035
310.8719945,OCR,0,9,2035
311.3034673,OCR,0,10,2035
311.6730751,OCR,0,11,2035
312.2075297,OCR,0,12,2035
312.7080611,OCR,0,1,2036
313.1701336,OCR,0,2,2036
313.6141251,OCR,0,3,2036
314.0511525,OCR,0,4,2036
314.4646385,OCR,0,5,2036
314.8943607,OCR,0,6,2036
315.358015,OCR,0,7,2036
315.8212863,OCR,0,8,2036
316.2440896,OCR,0,9,2036
316.6608064,OCR,0,10,2036
317.1178711,OCR,0,11,2036
317.4508353,OCR,0,12,2036
317.9074527,OCR,0,1,2037
318.2963339,OCR,0,2,2037
318.6126521,OCR,0,3,2037
319.0751467,OCR,0,4,2037
319.523765,OCR,0,5,2037
319.9570689,OCR,0,6,2037
320.4337366,OCR,0,7,2037
320.8829782,OCR,0,8,2037
321.4746255,OCR,0,9,2037
321.8859527,OCR,0,10,2037
322.4857843,OCR,0,11,2037
323.0787577,OCR,0,12,2037
323.4726829,OCR,0,1,2038
323.9053803,OCR,0,2,2038
324.4738307,OCR,0,3,2038
324.7556819,OCR,0,4,2038
325.2841701,OCR,0,5,2038
325.7616386,OCR,0,6,2038
326.1279309,OCR,0,7,2038
326.6821099,OCR,0,8,2038
327.1676995,OCR,0,9,2038
327.5882009,OCR,0,10,2038
327.9686258,OCR,0,11,2038
328.4413141,OCR,0,12,2038
328.8629598,OCR,0,1,2039
329.2315945,OCR,0,2,2039
329.6882889,OCR,0,3,2039
330.2543395,OCR,0,4,2039
330.6660557,OCR,0,5,2039
331.1300866,OCR,0,6,2039
331.6441415,OCR,0,7,2039
332.004031,OCR,0,8,2039
332.4495922,OCR,0,9,2039
332.8041577,OCR,0,10,2039
333.1647264,OCR,0,11,2039
333.531611,OCR,0,12,2039
333.9363692,OCR,0,1,2040
334.3182727,OCR,0,2,2040
334.7188105,OCR,0,3,2040
335.1192998,OCR,0,4,2040
335.511293,OCR,0,5,2040
336.0352404,OCR,0,6,2040
336.3828339,OCR,0,7,2040
336.8858001,OCR,0,8,2040
337.3572875,OCR,0,9,2040
337.8355975,OCR,0,10,2040
338.3476459,OCR,0,11,2040
338.6604276,OCR,0,12,2040
339.1965843,OCR,0,1,2041
339.5483268,OCR,0,2,2041
339.9914,OCR,0,3,2041
340.4786714,OCR,0,4,2041
340.9589733,OCR,0,5,2041
341.3842313,OCR,0,6,2041
341.8759876,OCR,0,7,2041
342.2477596,OCR,0,8,2041
342.6542693,OCR,0,9,2041
343.1263557,OCR,0,10,2041
343.5772692,OCR,0,11,2041
343.9723589,OCR,0,12,2041
344.2261031,OCR,0,1,2042
344.6046439,OCR,0,2,2042
344.9613299,OCR,0,3,2042
345.4408498,OCR,0,4,2042
345.6993651,OCR,0,5,2042
346.0374956,OCR,0,6,2042
346.4496398,OCR,0,7,2042
346.8458901,OCR,0,8,2042
347.3396333,OCR,0,9,2042
347.7314941,OCR,0,10,2042
348.1776962,OCR,0,11,2042
348.6947396,OCR,0,12,2042
349.1030136,OCR,0,1,2043
349.5783775,OCR,0,2,2043
350.1354344,OCR,0,3,2043
350.5738045,OCR,0,4,2043
351.0508174,OCR,0,5,2043
351.4614374,OCR,0,6,2043
351.8133293,OCR,0,7,2043
352.3085465,OCR,0,8,2043
352.7937047,OCR,0,9,2043
353.2720344,OCR,0,10,2043
353.7205212,OCR,0,11,2043
354.1654903,OCR,0,12,2043
354.6695927,OCR,0,1,2044
355.1385994,OCR,0,2,2044
355.6236846,OCR,0,3,2044
355.9977832,OCR,0,4,2044
356.4435936,OCR,0,5,2044
356.9252206,OCR,0,6,2044
357.3838353,OCR,0,7,2044
357.9111314,OCR,0,8,2044
358.2708894,OCR,0,9,2044
358.7522286,OCR,0,10,2044
359.1733508,OCR,0,11,2044
359.7400811,OCR,0,12,2044
360.2389985,OCR,0,1,2045
360.6260774,OCR,0,2,2045
361.1095886,OCR,0,3,2045
361.5234687,OCR,0,4,2045
361.8463755,OCR,0,5,2045
362.2834465,OCR,0,6,2045
362.7700818,OCR,0,7,2045
363.2796372,OCR,0,8,2045
363.7525372,OCR,0,9,2045
364.2187142,OCR,0,10,2045
364.5982468,OCR,0,11,2045
365.0912883,OCR,0,12,2045
365.3617071,OCR,0,1,2046
365.7423779,OCR,0,2,2046
366.1045891,OCR,0,3,2046
366.4925316,OCR,0,4,2046
367.0160053,OCR,0,5,2046
367.3520666,OCR,0,6,2046
367.7655377,OCR,0,7,2046
368.0474753,OCR,0,8,2046
368.5086088,OCR,0,9,2046
368.9174732,OCR,0,10,2046
369.2931731,OCR,0,11,2046
369.680095,OCR,0,12,2046
370.1304784,OCR,0,1,2047
370.545603,OCR,0,2,2047
370.8566603,OCR,0,3,2047
371.3892145,OCR,0,4,2047
371.8284444,OCR,0,5,2047
372.1913614,OCR,0,6,2047
372.6362145,OCR,0,7,2047
373.0156826,OCR,0,8,2047
373.3752459,OCR,0,9,2047
373.8182159,OCR,0,10,2047
374.257909,OCR,0,11,2047
374.667204,OCR,0,12,2047
375.0960188,OCR,0,1,2048
375.5413047,OCR,0,2,2048
375.9550549,OCR,0,3,2048
376.4816873,OCR,0,4,2048
376.9559084,OCR,0,5,2048
377.4372801,OCR,0,6,2048
377.9459505,OCR,0,7,2048
378.4886707,OCR,0,8,2048
379.0484911,OCR,0,9,2048
379.3955184,OCR,0,10,2048
379.9465538,OCR,0,11,2048
380.5383058,OCR,0,12,2048
380.9928244,OCR,0,1,2049
381.4307649,OCR,0,2,2049
381.864879,OCR,0,3,2049
382.3285454,OCR,0,4,2049
382.8451038,OCR,0,5,2049
383.296219,OCR,0,6,2049
383.7615507,OCR,0,7,2049
384.151753,OCR,0,8,2049
384.6777619,OCR,0,9,2049
385.1867879,OCR,0,10,2049
385.6201845,OCR,0,11,2049
386.0791887,OCR,0,12,2049
386.4877259,OCR,0,1,2050
386.9813689,OCR,0,2,2050
387.483344,OCR,0,3,2050
387.9013163,OCR,0,4,2050
388.4722496,OCR,0,5,2050
388.8099659,OCR,0,6,2050
389.2227725,OCR,0,7,2050
389.5812337,OCR,0,8,2050
390.0590109,OCR,0,9,2050
390.5061025,OCR,0,10,2050
390.8586367,OCR,0,11,2050
391.3029629,OCR,0,12,2050
265.5426418,RCR,0,2,2024
265.7080178,RCR,0,3,2024
266.0677245,RCR,0,4,2024
266.4680824,RCR,0,5,2024
266.8319928,RCR,0,6,2024
267.343536,RCR,0,7,2024
267.7360593,RCR,0,8,2024
268.1576684,RCR,0,9,2024
268.5743709,RCR,0,10,2024
269.0437802,RCR,0,11,2024
269.5831422,RCR,0,12,2024
270.0960754,RCR,0,1,2025
270.6881214,RCR,0,2,2025
271.2619006,RCR,0,3,2025
271.7765946,RCR,0,4,2025
272.3354895,RCR,0,5,2025
272.6928874,RCR,0,6,2025
273.2013725,RCR,0,7,2025
273.6968819,RCR,0,8,2025
274.253449,RCR,0,9,2025
274.747224,RCR,0,10,2025
275.2110897,RCR,0,11,2025
275.7436272,RCR,0,12,2025
276.1678627,RCR,0,1,2026
276.6414084,RCR,0,2,2026
277.3573275,RCR,0,3,2026
277.6697593,RCR,0,4,2026
278.2296439,RCR,0,5,2026
278.7431741,RCR,0,6,2026
279.2785173,RCR,0,7,2026
279.7588177,RCR,0,8,2026
280.2683912,RCR,0,9,2026
280.8687086,RCR,0,10,2026
281.2138583,RCR,0,11,2026
281.7842065,RCR,0,12,2026
282.3883482,RCR,0,1,2027
282.8918452,RCR,0,2,2027
283.5204789,RCR,0,3,2027
284.0650426,RCR,0,4,2027
284.5762488,RCR,0,5,2027
285.0965333,RCR,0,6,2027
285.6652824,RCR,0,7,2027
286.2233098,RCR,0,8,2027
286.7559129,RCR,0,9,2027
287.3980841,RCR,0,10,2027
287.9885952,RCR,0,11,2027
288.4767113,RCR,0,12,2027
289.0001231,RCR,0,1,2028
289.6456408,RCR,0,2,2028
289.9624504,RCR,0,3,2028
290.6040958,RCR,0,4,2028
290.9750051,RCR,0,5,2028
291.5193322,RCR,0,6,2028
292.0138902,RCR,0,7,2028
292.5698271,RCR,0,8,2028
293.1517924,RCR,0,9,2028
293.6299921,RCR,0,10,2028
294.2694012,RCR,0,11,2028
294.8915686,RCR,0,12,2028
295.4037259,RCR,0,1,2029
295.8783867,RCR,0,2,2029
296.4758888,RCR,0,3,2029
296.7507846,RCR,0,4,2029
297.2626155,RCR,0,5,2029
297.6722929,RCR,0,6,2029
298.2435361,RCR,0,7,2029
298.5149207,RCR,0,8,2029
299.0606005,RCR,0,9,2029
299.6104982,RCR,0,10,2029
300.096693,RCR,0,11,2029
300.7143934,RCR,0,12,2029
301.3393068,RCR,0,1,2030
301.8526361,RCR,0,2,2030
302.4068845,RCR,0,3,2030
303.0463002,RCR,0,4,2030
303.5098492,RCR,0,5,2030
304.2293006,RCR,0,6,2030
304.8599967,RCR,0,7,2030
305.4174753,RCR,0,8,2030
306.049634,RCR,0,9,2030
306.6198897,RCR,0,10,2030
307.0927031,RCR,0,11,2030
307.6327196,RCR,0,12,2030
308.2350344,RCR,0,1,2031
308.9361889,RCR,0,2,2031
309.4074237,RCR,0,3,2031
309.8686176,RCR,0,4,2031
310.4307861,RCR,0,5,2031
310.9220289,RCR,0,6,2031
311.3788822,RCR,0,7,2031
311.8911941,RCR,0,8,2031
312.535938,RCR,0,9,2031
312.9966584,RCR,0,10,2031
313.5488564,RCR,0,11,2031
